Date,Open,High,Low,Close,Volume,Company
2024-03-27,191.0,192.25,191.0,192.0,419918.0,JOHN KEELLS HOLDINGS PLC
2024-03-28,192.0,194.75,192.0,194.0,672648.0,JOHN KEELLS HOLDINGS PLC
2024-03-29,192.0,194.75,192.0,194.0,672648.0,JOHN KEELLS HOLDINGS PLC
2024-03-30,192.0,194.75,192.0,194.0,672648.0,JOHN KEELLS HOLDINGS PLC
2024-03-31,192.0,194.75,192.0,194.0,672648.0,JOHN KEELLS HOLDINGS PLC
2024-04-01,194.25,194.5,193.25,194.25,35787.0,JOHN KEELLS HOLDINGS PLC
2024-04-02,194.0,197.5,194.0,197.0,614965.0,JOHN KEELLS HOLDINGS PLC
2024-04-03,196.0,198.75,196.0,198.5,629895.0,JOHN KEELLS HOLDINGS PLC
2024-04-04,198.75,199.75,198.5,199.0,832863.0,JOHN KEELLS HOLDINGS PLC
2024-04-05,199.5,199.5,198.25,199.0,296229.0,JOHN KEELLS HOLDINGS PLC
2024-04-06,199.5,199.5,198.25,199.0,296229.0,JOHN KEELLS HOLDINGS PLC
2024-04-07,199.5,199.5,198.25,199.0,296229.0,JOHN KEELLS HOLDINGS PLC
2024-04-08,199.25,201.0,199.0,199.0,1034895.0,JOHN KEELLS HOLDINGS PLC
2024-04-09,199.25,200.0,198.0,199.75,195010.0,JOHN KEELLS HOLDINGS PLC
2024-04-10,200.0,201.0,200.0,200.75,227542.0,JOHN KEELLS HOLDINGS PLC
2024-04-11,200.0,201.0,200.0,200.75,227542.0,JOHN KEELLS HOLDINGS PLC
2024-04-12,200.0,201.0,200.0,200.75,227542.0,JOHN KEELLS HOLDINGS PLC
2024-04-14,200.0,201.0,200.0,200.75,227542.0,JOHN KEELLS HOLDINGS PLC
2024-04-16,200.5,203.0,200.5,203.0,424154.0,JOHN KEELLS HOLDINGS PLC
2024-04-18,200.0,203.0,200.0,203.0,90663.0,JOHN KEELLS HOLDINGS PLC
2024-04-19,204.0,204.0,198.25,203.75,116312.0,JOHN KEELLS HOLDINGS PLC
2024-04-20,204.0,204.0,198.25,203.75,116312.0,JOHN KEELLS HOLDINGS PLC
2024-04-21,204.0,204.0,198.25,203.75,116312.0,JOHN KEELLS HOLDINGS PLC
2024-04-22,203.0,205.0,203.0,205.0,145805.0,JOHN KEELLS HOLDINGS PLC
2024-04-24,204.75,205.0,204.75,205.0,191093.0,JOHN KEELLS HOLDINGS PLC
2024-04-26,210.0,210.0,207.5,208.25,1868847.0,JOHN KEELLS HOLDINGS PLC
2024-04-27,210.0,210.0,207.5,208.25,1868847.0,JOHN KEELLS HOLDINGS PLC
2024-04-28,210.0,210.0,207.5,208.25,1868847.0,JOHN KEELLS HOLDINGS PLC
2024-04-29,208.0,209.25,207.5,208.5,1114102.0,JOHN KEELLS HOLDINGS PLC
2024-04-30,209.5,210.5,208.75,209.5,2991320.0,JOHN KEELLS HOLDINGS PLC
2024-05-02,215.0,218.0,208.75,209.25,1155212.0,JOHN KEELLS HOLDINGS PLC
2024-05-03,208.75,209.75,205.0,205.5,848356.0,JOHN KEELLS HOLDINGS PLC
2024-05-04,208.75,209.75,205.0,205.5,848356.0,JOHN KEELLS HOLDINGS PLC
2024-05-05,208.75,209.75,205.0,205.5,848356.0,JOHN KEELLS HOLDINGS PLC
2024-05-06,205.0,207.0,202.5,203.0,787964.0,JOHN KEELLS HOLDINGS PLC
2024-05-07,203.0,203.5,200.0,201.5,1220829.0,JOHN KEELLS HOLDINGS PLC
2024-05-08,202.75,205.5,202.5,204.75,1275102.0,JOHN KEELLS HOLDINGS PLC
2024-05-09,205.0,206.75,204.0,206.0,374381.0,JOHN KEELLS HOLDINGS PLC
2024-05-10,206.0,209.0,206.0,208.75,793748.0,JOHN KEELLS HOLDINGS PLC
2024-05-11,206.0,209.0,206.0,208.75,793748.0,JOHN KEELLS HOLDINGS PLC
2024-05-12,206.0,209.0,206.0,208.75,793748.0,JOHN KEELLS HOLDINGS PLC
2024-05-13,209.5,209.75,206.25,207.0,342095.0,JOHN KEELLS HOLDINGS PLC
2024-05-14,208.0,208.0,202.0,203.25,4392642.0,JOHN KEELLS HOLDINGS PLC
2024-05-15,204.75,206.5,201.75,202.0,2089802.0,JOHN KEELLS HOLDINGS PLC
2024-05-16,202.0,203.5,201.0,203.0,1476920.0,JOHN KEELLS HOLDINGS PLC
2024-05-17,203.0,207.5,202.0,205.25,178186.0,JOHN KEELLS HOLDINGS PLC
2024-05-18,203.0,207.5,202.0,205.25,178186.0,JOHN KEELLS HOLDINGS PLC
2024-05-19,203.0,207.5,202.0,205.25,178186.0,JOHN KEELLS HOLDINGS PLC
2024-05-20,205.0,207.0,203.0,206.0,53768.0,JOHN KEELLS HOLDINGS PLC
2024-05-21,205.0,207.25,205.0,207.0,1309733.0,JOHN KEELLS HOLDINGS PLC
2024-05-22,208.5,209.0,207.0,208.75,638008.0,JOHN KEELLS HOLDINGS PLC
2024-05-23,208.5,209.0,207.0,208.75,638008.0,JOHN KEELLS HOLDINGS PLC
2024-05-24,208.5,209.0,207.0,208.75,638008.0,JOHN KEELLS HOLDINGS PLC
2024-05-26,208.5,209.0,207.0,208.75,638008.0,JOHN KEELLS HOLDINGS PLC
2024-05-27,208.5,209.75,208.0,209.0,79518.0,JOHN KEELLS HOLDINGS PLC
2024-05-28,209.0,210.0,206.75,207.0,61249.0,JOHN KEELLS HOLDINGS PLC
2024-05-29,208.0,208.0,205.25,206.0,192219.0,JOHN KEELLS HOLDINGS PLC
2024-05-30,206.0,207.0,206.0,207.0,500184.0,JOHN KEELLS HOLDINGS PLC
2024-05-31,206.5,208.5,206.25,206.75,517275.0,JOHN KEELLS HOLDINGS PLC
2024-06-01,206.5,208.5,206.25,206.75,517275.0,JOHN KEELLS HOLDINGS PLC
2024-06-02,206.5,208.5,206.25,206.75,517275.0,JOHN KEELLS HOLDINGS PLC
2024-06-03,206.0,206.0,204.0,204.0,33118.0,JOHN KEELLS HOLDINGS PLC
2024-06-04,204.0,206.0,204.0,204.0,22264.0,JOHN KEELLS HOLDINGS PLC
2024-06-05,205.75,206.0,202.25,203.0,1096280.0,JOHN KEELLS HOLDINGS PLC
2024-06-06,202.75,206.0,202.75,205.0,51971.0,JOHN KEELLS HOLDINGS PLC
2024-06-07,205.0,207.0,205.0,206.0,168947.0,JOHN KEELLS HOLDINGS PLC
2024-06-08,205.0,207.0,205.0,206.0,168947.0,JOHN KEELLS HOLDINGS PLC
2024-06-09,205.0,207.0,205.0,206.0,168947.0,JOHN KEELLS HOLDINGS PLC
2024-06-10,208.0,208.0,203.75,204.0,2120708.0,JOHN KEELLS HOLDINGS PLC
2024-06-11,203.75,205.0,203.75,204.0,2604246.0,JOHN KEELLS HOLDINGS PLC
2024-06-12,204.0,204.0,203.0,203.0,577380.0,JOHN KEELLS HOLDINGS PLC
2024-06-13,204.0,204.0,203.0,203.0,346285.0,JOHN KEELLS HOLDINGS PLC
2024-06-14,202.5,205.5,202.25,205.0,1497176.0,JOHN KEELLS HOLDINGS PLC
2024-06-15,202.5,205.5,202.25,205.0,1497176.0,JOHN KEELLS HOLDINGS PLC
2024-06-16,202.5,205.5,202.25,205.0,1497176.0,JOHN KEELLS HOLDINGS PLC
2024-06-17,202.5,205.5,202.25,205.0,1497176.0,JOHN KEELLS HOLDINGS PLC
2024-06-18,204.0,207.0,203.5,204.0,3063874.0,JOHN KEELLS HOLDINGS PLC
2024-06-19,204.5,205.0,203.0,203.0,304446.0,JOHN KEELLS HOLDINGS PLC
2024-06-20,203.0,205.0,201.0,202.0,4856701.0,JOHN KEELLS HOLDINGS PLC
2024-06-21,203.0,205.0,201.0,202.0,4856701.0,JOHN KEELLS HOLDINGS PLC
2024-06-22,203.0,205.0,201.0,202.0,4856701.0,JOHN KEELLS HOLDINGS PLC
2024-06-23,203.0,205.0,201.0,202.0,4856701.0,JOHN KEELLS HOLDINGS PLC
2024-06-24,203.0,207.75,203.0,206.5,1019676.0,JOHN KEELLS HOLDINGS PLC
2024-06-25,205.5,206.5,205.0,206.0,890022.0,JOHN KEELLS HOLDINGS PLC
2024-06-26,206.5,205.75,205.75,206.0,489080.0,JOHN KEELLS HOLDINGS PLC
2024-06-27,206.25,206.25,203.0,203.75,24146.0,JOHN KEELLS HOLDINGS PLC
2024-06-28,206.0,206.0,203.25,203.75,618443.0,JOHN KEELLS HOLDINGS PLC
2024-06-29,206.0,206.0,203.25,203.75,618443.0,JOHN KEELLS HOLDINGS PLC
2024-06-30,206.0,206.0,203.25,203.75,618443.0,JOHN KEELLS HOLDINGS PLC
2024-07-01,203.0,205.0,203.0,204.0,528309.0,JOHN KEELLS HOLDINGS PLC
2024-07-02,205.0,205.75,204.0,205.0,144129.0,JOHN KEELLS HOLDINGS PLC
2024-07-03,205.0,205.25,203.5,203.5,656276.0,JOHN KEELLS HOLDINGS PLC
2024-07-04,204.5,205.75,203.5,203.5,3313929.0,JOHN KEELLS HOLDINGS PLC
2024-07-05,203.25,205.0,203.25,203.5,120123.0,JOHN KEELLS HOLDINGS PLC
2024-07-07,203.25,205.0,203.25,203.5,120123.0,JOHN KEELLS HOLDINGS PLC
2024-07-08,204.5,204.5,202.0,202.0,27067.0,JOHN KEELLS HOLDINGS PLC
2024-07-09,201.5,203.5,199.75,200.0,450683.0,JOHN KEELLS HOLDINGS PLC
2024-07-10,200.0,200.5,198.25,199.0,152327.0,JOHN KEELLS HOLDINGS PLC
2024-07-11,200.0,200.0,194.0,194.5,667681.0,JOHN KEELLS HOLDINGS PLC
2024-07-12,194.0,196.0,194.0,194.5,565544.0,JOHN KEELLS HOLDINGS PLC
2024-07-13,194.0,196.0,194.0,194.5,565544.0,JOHN KEELLS HOLDINGS PLC
2024-07-14,194.0,196.0,194.0,194.5,565544.0,JOHN KEELLS HOLDINGS PLC
2024-07-15,194.25,195.0,193.75,194.25,4015856.0,JOHN KEELLS HOLDINGS PLC
2024-07-16,194.25,198.0,194.25,195.5,159909.0,JOHN KEELLS HOLDINGS PLC
2024-07-17,197.25,198.0,194.0,194.25,3080894.0,JOHN KEELLS HOLDINGS PLC
2024-07-19,194.25,196.0,193.75,194.0,464461.0,JOHN KEELLS HOLDINGS PLC
2024-07-20,194.25,196.0,193.75,194.0,464461.0,JOHN KEELLS HOLDINGS PLC
2024-07-21,194.25,196.0,193.75,194.0,464461.0,JOHN KEELLS HOLDINGS PLC
2024-07-22,193.75,194.75,191.0,191.25,413603.0,JOHN KEELLS HOLDINGS PLC
2024-07-23,192.0,192.0,190.25,190.5,125190.0,JOHN KEELLS HOLDINGS PLC
2024-07-24,192.5,196.0,191.0,193.25,137171.0,JOHN KEELLS HOLDINGS PLC
2024-07-25,196.0,196.0,191.75,192.0,71258.0,JOHN KEELLS HOLDINGS PLC
2024-07-26,193.0,193.0,190.5,191.25,448925.0,JOHN KEELLS HOLDINGS PLC
2024-07-27,193.0,193.0,190.5,191.25,448925.0,JOHN KEELLS HOLDINGS PLC
2024-07-28,193.0,193.0,190.5,191.25,448925.0,JOHN KEELLS HOLDINGS PLC
2024-07-29,192.0,192.0,190.5,191.0,180744.0,JOHN KEELLS HOLDINGS PLC
2024-07-30,191.25,191.25,188.5,189.25,303614.0,JOHN KEELLS HOLDINGS PLC
2024-07-31,184.0,184.0,171.0,171.75,2116812.0,JOHN KEELLS HOLDINGS PLC
2024-08-01,172.0,177.0,171.75,175.25,944653.0,JOHN KEELLS HOLDINGS PLC
2024-08-02,175.5,181.75,175.5,180.25,1116343.0,JOHN KEELLS HOLDINGS PLC
2024-08-03,175.5,181.75,175.5,180.25,1116343.0,JOHN KEELLS HOLDINGS PLC
2024-08-04,175.5,181.75,175.5,180.25,1116343.0,JOHN KEELLS HOLDINGS PLC
2024-08-05,181.0,181.0,177.5,178.0,300028.0,JOHN KEELLS HOLDINGS PLC
2024-08-06,178.0,181.0,178.0,179.5,896569.0,JOHN KEELLS HOLDINGS PLC
2024-08-07,179.75,179.75,179.0,179.25,295325.0,JOHN KEELLS HOLDINGS PLC
2024-08-08,179.5,180.0,178.5,179.5,515868.0,JOHN KEELLS HOLDINGS PLC
2024-08-09,180.0,180.0,179.5,179.75,240031.0,JOHN KEELLS HOLDINGS PLC
2024-08-10,180.0,180.0,179.5,179.75,240031.0,JOHN KEELLS HOLDINGS PLC
2024-08-11,180.0,180.0,179.5,179.75,240031.0,JOHN KEELLS HOLDINGS PLC
2024-08-12,180.0,180.0,178.0,178.0,73474.0,JOHN KEELLS HOLDINGS PLC
2024-08-13,178.0,179.75,178.0,179.5,1028824.0,JOHN KEELLS HOLDINGS PLC
2024-08-14,179.5,180.5,179.5,180.0,2917084.0,JOHN KEELLS HOLDINGS PLC
2024-08-15,180.75,183.0,180.75,182.0,84520.0,JOHN KEELLS HOLDINGS PLC
2024-08-16,182.0,182.0,180.0,180.5,116155.0,JOHN KEELLS HOLDINGS PLC
2024-08-17,182.0,182.0,180.0,180.5,116155.0,JOHN KEELLS HOLDINGS PLC
2024-08-18,182.0,182.0,180.0,180.5,116155.0,JOHN KEELLS HOLDINGS PLC
2024-08-19,182.0,182.0,180.0,180.5,116155.0,JOHN KEELLS HOLDINGS PLC
2024-08-20,181.0,183.25,181.0,182.5,750721.0,JOHN KEELLS HOLDINGS PLC
2024-08-21,183.0,183.0,182.0,182.25,129546.0,JOHN KEELLS HOLDINGS PLC
2024-08-23,182.0,182.0,179.5,180.0,295660.0,JOHN KEELLS HOLDINGS PLC
2024-08-25,182.0,182.0,179.5,180.0,295660.0,JOHN KEELLS HOLDINGS PLC
2024-08-26,180.0,180.0,177.0,177.5,95259.0,JOHN KEELLS HOLDINGS PLC
2024-08-27,177.5,177.75,174.0,174.5,270919.0,JOHN KEELLS HOLDINGS PLC
2024-08-30,172.0,172.0,169.0,169.25,287048.0,JOHN KEELLS HOLDINGS PLC
2024-08-31,172.0,172.0,169.0,169.25,287048.0,JOHN KEELLS HOLDINGS PLC
2024-09-01,172.0,172.0,169.0,169.25,287048.0,JOHN KEELLS HOLDINGS PLC
2024-09-02,168.75,168.75,167.0,167.5,564854.0,JOHN KEELLS HOLDINGS PLC
2024-09-03,167.5,167.5,166.0,167.0,804405.0,JOHN KEELLS HOLDINGS PLC
2024-09-04,168.75,168.75,166.0,167.0,1026433.0,JOHN KEELLS HOLDINGS PLC
2024-09-05,167.25,178.0,166.0,166.25,707910.0,JOHN KEELLS HOLDINGS PLC
2024-09-06,167.5,167.5,165.0,165.5,286981.0,JOHN KEELLS HOLDINGS PLC
2024-09-07,167.5,167.5,165.0,165.5,286981.0,JOHN KEELLS HOLDINGS PLC
2024-09-08,167.5,167.5,165.0,165.5,286981.0,JOHN KEELLS HOLDINGS PLC
2024-09-09,168.0,168.0,163.5,164.0,399573.0,JOHN KEELLS HOLDINGS PLC
2024-09-10,164.0,164.0,159.0,161.0,2550075.0,JOHN KEELLS HOLDINGS PLC
2024-09-11,164.5,164.5,160.0,161.0,983492.0,JOHN KEELLS HOLDINGS PLC
2024-09-12,164.5,164.5,160.0,160.0,1142675.0,JOHN KEELLS HOLDINGS PLC
2024-09-13,163.0,163.0,160.0,161.0,1142017.0,JOHN KEELLS HOLDINGS PLC
2024-09-14,163.0,163.0,160.0,161.0,1142017.0,JOHN KEELLS HOLDINGS PLC
2024-09-15,163.0,163.0,160.0,161.0,1142017.0,JOHN KEELLS HOLDINGS PLC
2024-09-16,163.0,163.0,160.0,161.0,1142017.0,JOHN KEELLS HOLDINGS PLC
2024-09-17,163.0,163.0,160.0,161.0,1142017.0,JOHN KEELLS HOLDINGS PLC
2024-09-18,164.0,165.0,163.25,164.5,106751.0,JOHN KEELLS HOLDINGS PLC
2024-09-19,165.0,169.0,165.0,165.75,143078.0,JOHN KEELLS HOLDINGS PLC
2024-09-21,168.75,169.5,165.75,167.25,198394.0,JOHN KEELLS HOLDINGS PLC
2024-09-22,168.75,169.5,165.75,167.25,198394.0,JOHN KEELLS HOLDINGS PLC
2024-09-23,166.5,169.5,165.0,168.5,118929.0,JOHN KEELLS HOLDINGS PLC
2024-09-24,169.0,170.0,168.0,169.0,683695.0,JOHN KEELLS HOLDINGS PLC
2024-09-25,169.0,173.0,167.5,171.25,1536083.0,JOHN KEELLS HOLDINGS PLC
2024-09-26,171.5,176.5,171.0,171.5,243930.0,JOHN KEELLS HOLDINGS PLC
2024-09-27,172.0,173.0,170.0,172.75,1329870.0,JOHN KEELLS HOLDINGS PLC
2024-09-28,172.0,173.0,170.0,172.75,1329870.0,JOHN KEELLS HOLDINGS PLC
2024-09-29,172.0,173.0,170.0,172.75,1329870.0,JOHN KEELLS HOLDINGS PLC
2024-09-30,173.0,180.5,173.0,179.25,987139.0,JOHN KEELLS HOLDINGS PLC
2024-10-01,180.0,185.0,180.0,183.75,577957.0,JOHN KEELLS HOLDINGS PLC
2024-10-02,184.0,184.0,180.0,181.5,210458.0,JOHN KEELLS HOLDINGS PLC
2024-10-03,181.25,181.75,179.5,180.5,234201.0,JOHN KEELLS HOLDINGS PLC
2024-10-04,180.5,187.0,180.0,186.25,663219.0,JOHN KEELLS HOLDINGS PLC
2024-10-05,180.5,187.0,180.0,186.25,663219.0,JOHN KEELLS HOLDINGS PLC
2024-10-06,180.5,187.0,180.0,186.25,663219.0,JOHN KEELLS HOLDINGS PLC
2024-10-07,186.5,190.0,186.5,189.0,641006.0,JOHN KEELLS HOLDINGS PLC
2024-10-08,190.75,196.0,186.0,193.75,589711.0,JOHN KEELLS HOLDINGS PLC
2024-10-09,195.0,199.0,195.0,198.25,2305435.0,JOHN KEELLS HOLDINGS PLC
2024-10-10,198.75,199.0,195.25,197.5,1682273.0,JOHN KEELLS HOLDINGS PLC
2024-10-11,198.0,198.0,196.0,197.0,1659398.0,JOHN KEELLS HOLDINGS PLC
2024-10-12,198.0,198.0,196.0,197.0,1659398.0,JOHN KEELLS HOLDINGS PLC
2024-10-13,198.0,198.0,196.0,197.0,1659398.0,JOHN KEELLS HOLDINGS PLC
2024-10-14,197.25,198.0,197.0,197.0,1067045.0,JOHN KEELLS HOLDINGS PLC
2024-10-15,197.5,198.5,196.0,196.5,1634079.0,JOHN KEELLS HOLDINGS PLC
2024-10-16,196.5,197.0,195.5,195.75,544380.0,JOHN KEELLS HOLDINGS PLC
2024-10-17,196.5,197.0,195.5,195.75,544380.0,JOHN KEELLS HOLDINGS PLC
2024-10-18,196.0,197.5,195.75,197.0,184469.0,JOHN KEELLS HOLDINGS PLC
2024-10-19,196.0,197.5,195.75,197.0,184469.0,JOHN KEELLS HOLDINGS PLC
2024-10-20,196.0,197.5,195.75,197.0,184469.0,JOHN KEELLS HOLDINGS PLC
2024-10-21,196.0,197.5,196.0,197.25,404240.0,JOHN KEELLS HOLDINGS PLC
2024-10-22,198.0,200.0,197.0,199.0,3411981.0,JOHN KEELLS HOLDINGS PLC
2024-10-23,199.5,203.5,199.5,203.0,2230165.0,JOHN KEELLS HOLDINGS PLC
2024-10-24,203.5,211.0,202.75,209.5,2962220.0,JOHN KEELLS HOLDINGS PLC
2024-10-25,210.75,216.0,210.75,214.0,2063914.0,JOHN KEELLS HOLDINGS PLC
2024-10-26,210.75,216.0,210.75,214.0,2063914.0,JOHN KEELLS HOLDINGS PLC
2024-10-27,210.75,216.0,210.75,214.0,2063914.0,JOHN KEELLS HOLDINGS PLC
2024-10-28,215.0,216.75,210.25,212.5,1279143.0,JOHN KEELLS HOLDINGS PLC
2024-11-06,21.5,21.9,20.6,21.2,57791392.0,JOHN KEELLS HOLDINGS PLC
2024-11-07,21.4,21.9,21.4,21.5,24499227.0,JOHN KEELLS HOLDINGS PLC
2024-11-08,21.6,21.6,21.1,21.2,5870648.0,JOHN KEELLS HOLDINGS PLC
2024-11-09,21.6,21.6,21.1,21.2,5870648.0,JOHN KEELLS HOLDINGS PLC
2024-11-10,21.6,21.6,21.1,21.2,5870648.0,JOHN KEELLS HOLDINGS PLC
2024-11-11,21.2,21.2,20.9,20.9,7702034.0,JOHN KEELLS HOLDINGS PLC
2024-11-12,21.0,21.4,20.9,21.4,5347420.0,JOHN KEELLS HOLDINGS PLC
2024-11-13,21.4,21.7,21.3,21.6,12579170.0,JOHN KEELLS HOLDINGS PLC
2024-11-14,21.7,21.7,21.4,21.5,6800338.0,JOHN KEELLS HOLDINGS PLC
2024-11-15,21.7,21.7,21.4,21.5,6800338.0,JOHN KEELLS HOLDINGS PLC
2024-11-16,21.7,21.7,21.4,21.5,6800338.0,JOHN KEELLS HOLDINGS PLC
2024-11-17,21.7,21.7,21.4,21.5,6800338.0,JOHN KEELLS HOLDINGS PLC
2024-11-18,21.8,21.9,21.1,21.2,39100769.0,JOHN KEELLS HOLDINGS PLC
2024-11-19,21.2,21.2,20.4,20.5,149556929.0,JOHN KEELLS HOLDINGS PLC
2024-11-20,20.9,21.0,20.5,20.7,25495249.0,JOHN KEELLS HOLDINGS PLC
2024-11-22,19.9,20.0,19.8,19.9,5885177.0,JOHN KEELLS HOLDINGS PLC
2024-11-23,19.9,20.0,19.8,19.9,5885177.0,JOHN KEELLS HOLDINGS PLC
2024-11-24,19.9,20.0,19.8,19.9,5885177.0,JOHN KEELLS HOLDINGS PLC
2024-11-25,19.9,19.9,19.1,19.2,16876087.0,JOHN KEELLS HOLDINGS PLC
2024-11-26,19.1,20.0,19.1,19.8,5511501.0,JOHN KEELLS HOLDINGS PLC
2024-11-27,19.8,20.0,19.6,19.9,3276977.0,JOHN KEELLS HOLDINGS PLC
2024-11-28,19.9,20.3,19.8,20.0,20392126.0,JOHN KEELLS HOLDINGS PLC
2024-11-30,20.0,20.1,19.7,19.7,14591186.0,JOHN KEELLS HOLDINGS PLC
2024-12-01,20.0,20.1,19.7,19.7,14591186.0,JOHN KEELLS HOLDINGS PLC
2024-12-02,19.7,19.9,19.6,19.8,3927502.0,JOHN KEELLS HOLDINGS PLC
2024-12-03,19.9,20.0,19.8,19.9,3832565.0,JOHN KEELLS HOLDINGS PLC
2024-12-04,20.0,20.7,19.9,20.6,11096838.0,JOHN KEELLS HOLDINGS PLC
2024-12-05,20.8,21.0,20.7,20.8,9817348.0,JOHN KEELLS HOLDINGS PLC
2024-12-06,20.8,21.0,20.7,20.7,11415648.0,JOHN KEELLS HOLDINGS PLC
2024-12-07,20.8,21.0,20.7,20.7,11415648.0,JOHN KEELLS HOLDINGS PLC
2024-12-08,20.8,21.0,20.7,20.7,11415648.0,JOHN KEELLS HOLDINGS PLC
2024-12-09,20.8,20.9,20.7,20.8,9046921.0,JOHN KEELLS HOLDINGS PLC
2024-12-10,20.9,21.2,20.7,21.0,11420467.0,JOHN KEELLS HOLDINGS PLC
2024-12-11,21.1,21.2,20.9,21.2,49090524.0,JOHN KEELLS HOLDINGS PLC
2024-12-12,21.1,21.5,21.0,21.4,45675329.0,JOHN KEELLS HOLDINGS PLC
2024-12-13,21.5,21.6,21.3,21.4,10808627.0,JOHN KEELLS HOLDINGS PLC
2024-12-15,21.5,21.6,21.3,21.4,10808627.0,JOHN KEELLS HOLDINGS PLC
2024-12-16,21.5,21.9,21.4,21.7,24740274.0,JOHN KEELLS HOLDINGS PLC
2024-12-17,21.9,22.6,21.8,22.3,29499707.0,JOHN KEELLS HOLDINGS PLC
2024-12-18,22.4,22.5,22.0,22.3,13000895.0,JOHN KEELLS HOLDINGS PLC
2024-12-19,22.4,22.7,22.4,22.5,17916259.0,JOHN KEELLS HOLDINGS PLC
2024-12-20,22.6,22.7,22.4,22.5,11034917.0,JOHN KEELLS HOLDINGS PLC
2024-12-21,22.6,22.7,22.4,22.5,11034917.0,JOHN KEELLS HOLDINGS PLC
2024-12-22,22.6,22.7,22.4,22.5,11034917.0,JOHN KEELLS HOLDINGS PLC
2024-12-23,22.5,22.6,22.3,22.4,14624986.0,JOHN KEELLS HOLDINGS PLC
2024-12-24,22.4,22.5,22.3,22.4,6628564.0,JOHN KEELLS HOLDINGS PLC
2024-12-25,22.4,22.5,22.3,22.4,6628564.0,JOHN KEELLS HOLDINGS PLC
2024-12-26,22.4,22.4,22.1,22.2,7103263.0,JOHN KEELLS HOLDINGS PLC
2024-12-27,22.3,22.4,22.2,22.3,11082428.0,JOHN KEELLS HOLDINGS PLC
2024-12-28,22.3,22.4,22.2,22.3,11082428.0,JOHN KEELLS HOLDINGS PLC
2024-12-29,22.3,22.4,22.2,22.3,11082428.0,JOHN KEELLS HOLDINGS PLC
2024-12-31,22.6,22.8,22.5,22.6,11771499.0,JOHN KEELLS HOLDINGS PLC
2025-01-01,22.6,22.8,22.5,22.6,11771499.0,JOHN KEELLS HOLDINGS PLC
2025-01-02,22.6,23.7,22.5,23.6,54072730.0,JOHN KEELLS HOLDINGS PLC
2025-01-03,23.7,24.4,23.6,23.8,37656278.0,JOHN KEELLS HOLDINGS PLC
2025-01-04,23.7,24.4,23.6,23.8,37656278.0,JOHN KEELLS HOLDINGS PLC
2025-01-05,23.7,24.4,23.6,23.8,37656278.0,JOHN KEELLS HOLDINGS PLC
2025-01-06,24.0,24.5,23.5,23.9,33480877.0,JOHN KEELLS HOLDINGS PLC
